Id_Classificacao,Id_Piloto,Ano_Jogo,Temporada,Pos_Prova1,Pos_Prova2,Pos_Prova3,Pos_Prova4,Pos_Prova5,Pos_Prova6,Pos_Prova7,Pos_Prova8,Pos_Prova9,Pos_Prova10,Pos_Prova11,Pos_Prova12,Pos_Prova13,Pos_Prova14,Pos_Prova15,Pos_Prova16,Pos_Prova17,Pos_Prova18,Pos_Prova19,Pos_Prova20,Total_Pontos,Pos_Prova21,Pos_Prova22,Pos_Prova23,Pos_Prova24,Pos_Prova25,Tipo_Carreira
25,4,2017,2,1,2,2,1,3,9,18,1,1,1,18,3,2,1,4,0,1,3,2,1,,,,,,,"Piloto"
24,3,2017,2,0,1,4,5,4,1,0,2,3,19,1,4,3,6,3,1,7,6,3,2,,,,,,,"Piloto"
23,2,2017,2,2,4,3,9,1,0,2,6,6,2,4,2,4,4,2,0,0,2,5,5,,,,,,,"Piloto"
22,1,2017,2,4,13,1,2,2,2,1,0,2,3,5,1,1,2,1,2,2,1,1,3,,,,,,,"Piloto"
21,21,2017,1,16,14,16,7,15,0,6,14,13,16,16,18,8,5,15,13,0,8,12,0,,,,,,,"Piloto"
20,20,2017,1,9,0,14,18,12,8,0,11,15,6,7,12,14,0,0,7,13,18,8,16,,,,,,,"Piloto"
19,19,2017,1,12,9,12,9,11,10,0,6,7,17,10,7,5,0,8,0,11,9,10,8,,,,,,,"Piloto"
18,18,2017,1,18,17,19,16,17,17,13,17,17,18,18,17,19,11,17,15,18,17,17,18,,,,,,,"Piloto"
17,17,2017,1,17,16,18,15,14,13,14,15,14,15,12,16,16,7,14,14,17,14,15,17,,,,,,,"Piloto"
16,16,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
15,15,2017,1,0,15,17,17,18,19,12,16,18,19,17,19,18,0,16,16,19,0,18,19,,,,,,,"Piloto"
14,14,2017,1,10,12,10,13,9,15,0,18,16,9,15,13,13,8,12,11,15,7,7,13,,,,,,,"Piloto"
13,13,2017,1,15,18,15,11,19,14,11,10,19,10,14,11,17,12,13,6,16,13,19,12,,,,,,,"Piloto"
12,12,2017,1,14,10,9,10,8,12,8,12,0,11,19,14,12,2,9,10,9,16,11,7,,,,,,,"Piloto"
11,11,2017,1,13,11,20,14,16,16,10,7,9,14,11,15,15,14,10,17,14,11,13,11,,,,,,,"Piloto"
10,10,2017,1,11,0,8,0,7,7,5,5,8,8,6,8,11,6,11,9,12,10,5,9,,,,,,,"Piloto"
9,9,2017,1,6,8,7,8,6,11,9,0,6,5,8,6,7,9,7,3,5,3,0,10,,,,,,,"Piloto"
8,8,2017,1,2,6,6,6,5,5,2,4,10,3,9,5,0,4,6,8,7,2,6,6,,,,,,,"Piloto"
7,7,2017,1,5,5,5,4,4,9,1,8,5,7,4,4,6,13,3,5,6,5,9,3,,,,,,,"Piloto"
6,6,2017,1,8,13,11,12,13,18,7,9,11,12,13,10,9,10,18,12,10,12,14,14,,,,,,,"Piloto"
5,5,2017,1,7,7,13,5,10,6,4,13,12,13,0,9,10,0,5,18,8,15,16,15,,,,,,,"Piloto"
4,4,2017,1,1,1,3,2,3,3,0,3,1,4,5,1,1,1,4,0,1,4,1,5,,,,,,,"Piloto"
3,3,2017,1,4,2,2,1,1,1,0,2,4,1,1,2,2,0,1,4,4,1,2,2,,,,,,,"Piloto"
2,2,2017,1,19,4,4,3,2,4,0,1,3,20,3,0,3,3,2,2,2,19,3,4,,,,,,,"Piloto"
